Word,Year,Round,Part_of_Speech,Language,Times_Used,Years_Since_Last_Used,Num_Syllables,Word_Length,Reduplication,Error
bacteriolytic,2016,3,adjective,Latin or Greek,3,6,6,13,0,1
oniomania,2014,3,noun,Latin or Greek,3,6,3,9,0,0
tachyon,2017,2,noun,Latin or Greek,3,6,2,7,0,0
vitellus,2004,2,noun,Latin or Greek,2,6,3,8,1,0
recriminate,2004,3,verb,Latin or Greek,2,6,4,11,0,0
faveolate,2005,6,adjective,Latin or Greek,2,6,4,9,0,0
parvitude,2010,2,noun,Latin or Greek,3,6,3,9,0,0
xerophobous,2011,2,adjective,Latin or Greek,3,6,4,11,0,0
vibrissae,2010,3,noun,Latin or Greek,2,6,3,9,1,0
juvenescence,2014,3,noun,Latin or Greek,3,6,4,12,0,0
corrigenda,2013,3,noun,Latin or Greek,2,6,4,10,1,0
cynology,2004,2,noun,Latin or Greek,2,6,4,8,0,0
emanant,2013,3,adjective,Latin or Greek,2,7,3,7,1,0
quaquaversal,2015,3,adjective,Latin or Greek,3,7,4,12,1,0
ferruginous,2016,2,adjective,Latin or Greek,2,7,4,11,1,0
fissipedal,2011,4,adjective,Latin or Greek,2,7,4,10,1,0
flammable,2007,2,adjective,Latin or Greek,2,7,3,9,1,0
fossorial,2005,4,adjective,Latin or Greek,2,7,4,9,1,0
hippotigrine,2008,3,adjective,Latin or Greek,2,7,4,12,1,0
irremeable,2010,3,adjective,Latin or Greek,2,7,4,10,1,0
malloseismic,2005,4,adjective,Latin or Greek,2,7,4,12,1,0
pallescent,2003,4,adjective,Latin or Greek,2,7,3,10,1,1
suffrutescent,2005,4,adjective,Latin or Greek,2,7,4,13,1,0
suffrutescent,2012,3,adjective,Latin or Greek,3,7,4,13,1,0
arenicolous,2012,3,adjective,Latin or Greek,3,7,5,11,0,0
atrabilious,2004,2,adjective,Latin or Greek,2,7,4,11,0,1
distichous,2006,4,adjective,Latin or Greek,2,7,3,10,0,0
draconian,2008,2,adjective,Latin or Greek,2,7,4,9,0,0
egregious,2010,2,adjective,Latin or Greek,2,7,2,9,0,0
empyrean,2008,8,adjective,Latin or Greek,3,7,4,8,0,0
erinaceous,2014,3,adjective,Latin or Greek,2,7,4,10,0,1
expugnable,2003,3,adjective,Latin or Greek,2,7,4,10,0,0
fastuous,2017,2,adjective,Latin or Greek,2,7,3,8,0,0
gentilitial,2005,5,adjective,Latin or Greek,2,7,4,11,0,0
glaucous,2005,2,adjective,Latin or Greek,2,7,2,8,0,0
gnathonic,2010,2,adjective,Latin or Greek,2,7,3,9,0,0
hodiernal,2012,2,adjective,Latin or Greek,2,7,4,9,0,0
homuncular,2011,2,adjective,Latin or Greek,2,7,4,10,0,0
imputrescible,2010,3,adjective,Latin or Greek,2,7,5,13,0,0
kinetic,2007,3,adjective,Latin or Greek,2,7,3,7,0,0
marcescent,2009,3,adjective,Latin or Greek,3,7,3,10,0,1
monotonous,2015,2,adjective,Latin or Greek,2,7,4,10,0,0
nasute,2005,4,adjective,Latin or Greek,2,7,2,6,0,0
nugatory,2007,4,adjective,Latin or Greek,2,7,4,8,0,0
olid,2005,6,adjective,Latin or Greek,2,7,2,4,0,0
olid,2012,2,adjective,Latin or Greek,3,7,2,4,0,0
ophidian,2007,4,adjective,Latin or Greek,3,7,3,8,0,1
pathognomonic,2013,7,adjective,Latin or Greek,2,7,5,13,0,1
pergameneous,2013,6,adjective,Latin or Greek,2,7,5,12,0,1
pignorate,2004,5,adjective,Latin or Greek,2,7,3,9,0,1
podilegous,2012,4,adjective,Latin or Greek,2,7,4,10,0,1
querimonious,2008,2,adjective,Latin or Greek,3,7,5,12,0,1
ranine,2008,3,adjective,Latin or Greek,2,7,2,6,0,1
recalcitrant,2010,2,adjective,Latin or Greek,2,7,4,12,0,0
renascent,2012,3,adjective,Latin or Greek,3,7,3,9,0,0
rubefacient,2005,2,adjective,Latin or Greek,2,7,4,11,0,0
sartorial,2008,2,adjective,Latin or Greek,2,7,4,9,0,0
stentorophonic,2017,2,adjective,Latin or Greek,2,7,5,14,0,0
subsidiary,2008,2,adjective,Latin or Greek,2,7,4,10,0,0
turgescent,2004,3,adjective,Latin or Greek,2,7,3,10,0,1
unguiculate,2014,3,adjective,Latin or Greek,2,7,4,11,0,0
ursine,2017,2,adjective,Latin or Greek,3,7,2,6,0,0
veridical,2008,3,adjective,Latin or Greek,2,7,4,9,0,1
vimineous,2011,3,adjective,Latin or Greek,3,7,4,9,0,0
enthymeme,2012,4,noun,Latin or Greek,2,7,3,9,1,0
logogriph,2007,4,noun,Latin or Greek,2,7,2,9,1,0
Afrikaans,2008,3,noun,Latin or Greek,2,7,3,9,1,1
bdelloid,2013,3,noun,Latin or Greek,2,7,2,8,1,0
callidity,2009,3,noun,Latin or Greek,3,7,4,9,1,0
ecchymosis,2011,2,noun,Latin or Greek,2,7,4,10,1,0
emmeleia,2013,9,noun,Latin or Greek,3,7,3,8,1,0
lipogrammatism,2006,4,noun,Latin or Greek,2,7,5,14,1,0
thremmatology,2009,3,noun,Latin or Greek,2,7,5,13,1,0
acetabulum,2013,3,noun,Latin or Greek,2,7,5,10,0,0
aepyornis,2017,11,noun,Latin or Greek,2,7,4,9,0,0
akropodion,2006,2,noun,Latin or Greek,2,7,5,10,0,0
akropodion,2013,3,noun,Latin or Greek,3,7,5,10,0,0
anastrophe,2016,2,noun,Latin or Greek,3,7,3,10,0,0
antonomasia,2009,13,noun,Latin or Greek,2,7,5,11,0,0
bathyseism,2003,3,noun,Latin or Greek,2,7,2,10,0,1
calefactory,2003,4,noun,Latin or Greek,2,7,5,11,0,0
caryatid,2012,4,noun,Latin or Greek,2,7,3,8,0,0
catachresis,2013,8,noun,Latin or Greek,3,7,4,11,0,0
cataphract,2012,4,noun,Latin or Greek,4,7,3,10,0,0
clepsydra,2011,6,noun,Latin or Greek,3,7,3,9,0,1
crebrity,2010,3,noun,Latin or Greek,2,7,3,8,0,0
deuteranopia,2011,2,noun,Latin or Greek,3,7,4,12,0,0
diastrophe,2007,5,noun,Latin or Greek,2,7,4,10,0,0
distinguo,2017,2,noun,Latin or Greek,2,7,3,9,0,0
epsilon,2004,3,noun,Latin or Greek,2,7,3,7,0,0
eremology,2003,1,noun,Latin or Greek,2,7,5,9,0,1
examen,2004,2,noun,Latin or Greek,2,7,3,6,0,0
excelsior,2004,3,noun,Latin or Greek,2,7,4,9,0,0
factotum,2007,3,noun,Latin or Greek,3,7,3,8,0,0
genethliac,2010,5,noun,Latin or Greek,2,7,4,10,0,0
hebetude,2011,3,noun,Latin or Greek,3,7,3,8,0,0
hebetude,2004,2,noun,Latin or Greek,2,7,3,8,0,0
hegemony,2011,3,noun,Latin or Greek,4,7,4,8,0,0
hemera,2006,2,noun,Latin or Greek,2,7,2,6,0,0
heresimach,2011,2,noun,Latin or Greek,3,7,4,10,0,0
hibiscus,2008,2,noun,Latin or Greek,2,7,3,8,0,0
hierophant,2009,3,noun,Latin or Greek,2,7,3,10,0,1
homeostasis,2008,2,noun,Latin or Greek,3,7,4,11,0,0
inertia,2014,3,noun,Latin or Greek,2,7,3,7,0,0
iodopsin,2012,3,noun,Latin or Greek,3,7,3,8,0,0
lecithin,2017,2,noun,Latin or Greek,4,7,3,8,0,0
mastodon,2014,3,noun,Latin or Greek,2,7,3,8,0,0
mephitis,2005,7,noun,Latin or Greek,2,7,3,8,0,0
mephitis,2012,4,noun,Latin or Greek,3,7,3,8,0,0
myasthenia,2005,5,noun,Latin or Greek,2,7,4,10,0,0
nepenthe,2017,5,noun,Latin or Greek,5,7,3,8,0,0
Nereid,2012,3,noun,Latin or Greek,3,7,3,6,0,0
octateuch,2016,2,noun,Latin or Greek,2,7,3,9,0,1
oligopsony,2005,4,noun,Latin or Greek,2,7,5,10,0,0
parabulia,2009,4,noun,Latin or Greek,2,7,3,9,0,0
polysyndeton,2008,4,noun,Latin or Greek,3,7,4,12,0,0
profligacy,2011,2,noun,Latin or Greek,4,7,4,10,0,0
ratihabition,2004,4,noun,Latin or Greek,2,7,5,12,0,0
recusant,2004,3,noun,Latin or Greek,2,7,3,8,0,0
retrocedence,2003,3,noun,Latin or Greek,2,7,4,12,0,0
rhonchus,2012,6,noun,Latin or Greek,3,7,2,8,0,0
scholium,2010,4,noun,Latin or Greek,2,7,3,8,0,0
sciamachy,2005,2,noun,Latin or Greek,2,7,4,9,0,1
sederunt,2010,4,noun,Latin or Greek,2,7,3,8,0,0
seta,2006,3,noun,Latin or Greek,2,7,2,4,0,0
siphonapterology,2006,5,noun,Latin or Greek,2,7,7,16,0,1
sophrosyne,2016,4,noun,Latin or Greek,3,7,4,10,0,1
stalagmite,2008,2,noun,Latin or Greek,3,7,3,10,0,0
subreption,2014,3,noun,Latin or Greek,2,7,3,10,0,0
superficies,2004,6,noun,Latin or Greek,2,7,4,11,0,0
sylph,2008,2,noun,Latin or Greek,2,7,1,5,0,1
synusia,2013,3,noun,Latin or Greek,2,7,2,7,0,0
tachytely,2004,2,noun,Latin or Greek,2,7,2,9,0,1
tularemia,2008,3,noun,Latin or Greek,3,7,4,9,0,1
turophile,2006,4,noun,Latin or Greek,2,7,3,9,0,0
vorago,2012,3,noun,Latin or Greek,3,7,3,6,0,0
ekistics,2004,2,noun,Latin or Greek,2,7,2,8,0,0
ferruminate,2008,4,verb,Latin or Greek,2,7,4,11,1,0
obtenebrate,2011,2,verb,Latin or Greek,3,7,4,11,0,0
affiliate,2008,2,verb,Latin or Greek,2,7,4,9,1,0
arrogate,2004,3,verb,Latin or Greek,2,7,3,8,1,0
adjudicate,2003,3,verb,Latin or Greek,2,7,4,10,0,0
eviscerate,2005,3,verb,Latin or Greek,2,7,3,10,0,1
ageusia,2013,3,noun,Latin or Greek,3,7,2,7,0,1
anxiolytic,2008,3,noun,Latin or Greek,2,7,5,10,0,0
thoracic,2011,3,adjective,Latin or Greek,4,7,3,8,0,0
sybaritic,2004,4,adjective,Latin or Greek,2,7,4,9,0,0
infundibuliform,2017,2,noun,Latin or Greek,2,7,6,15,0,0
parvitude,2004,4,noun,Latin or Greek,2,7,3,9,0,1
parvitude,2017,2,noun,Latin or Greek,4,7,3,9,0,0
sanguinolent,2011,2,adjective,Latin or Greek,2,7,4,12,0,0
scutellate,2004,7,adjective,Latin or Greek,2,7,3,10,1,0
kinetosis,2016,2,noun,Latin or Greek,2,7,4,9,0,0
tartareous,2005,4,adjective,Latin or Greek,2,8,4,10,1,0
commensurate,2010,2,adjective,Latin or Greek,2,8,4,12,1,0
connubial,2005,3,adjective,Latin or Greek,2,8,4,9,1,1
sabbatical,2005,3,adjective,Latin or Greek,2,8,4,10,1,0
ascetic,2012,2,adjective,Latin or Greek,3,8,3,7,0,1
autoschediastic,2012,3,adjective,Latin or Greek,2,8,6,15,0,0
canescent,2014,3,adjective,Latin or Greek,2,8,3,9,0,0
coeval,2010,3,adjective,Latin or Greek,4,8,3,6,0,0
dipneumonous,2012,3,adjective,Latin or Greek,2,8,4,12,0,0
dirigible,2012,2,adjective,Latin or Greek,3,8,4,9,0,0
draconian,2016,2,adjective,Latin or Greek,3,8,4,9,0,0
empyrean,2016,2,adjective,Latin or Greek,4,8,4,8,0,0
filiciform,2005,6,adjective,Latin or Greek,2,8,4,10,0,0
flebile,2015,3,adjective,Latin or Greek,3,8,2,7,0,1
hiemal,2005,2,adjective,Latin or Greek,2,8,2,6,0,0
isochronous,2004,3,adjective,Latin or Greek,2,8,3,11,0,0
limacine,2011,4,adjective,Latin or Greek,2,8,3,8,0,0
maieutic,2006,15,adjective,Latin or Greek,2,8,3,8,0,0
memoriter,2008,2,adjective,Latin or Greek,2,8,4,9,0,1
minacious,2012,2,adjective,Latin or Greek,3,8,3,9,0,0
nefarious,2005,3,adjective,Latin or Greek,2,8,4,9,0,0
novercal,2014,3,adjective,Latin or Greek,4,8,3,8,0,0
plenipotentiary,2014,3,adjective,Latin or Greek,2,8,6,15,0,0
resurgent,2007,2,adjective,Latin or Greek,2,8,3,9,0,0
revirescent,2010,4,adjective,Latin or Greek,2,8,4,11,0,0
saxicolous,2012,3,adjective,Latin or Greek,2,8,4,10,0,1
scaberulous,2013,3,adjective,Latin or Greek,2,8,4,11,0,0
sciuromorph,2016,2,adjective,Latin or Greek,2,8,3,11,0,0
subrident,2014,3,adjective,Latin or Greek,4,8,3,9,0,0
tautologous,2004,2,adjective,Latin or Greek,2,8,4,11,0,0
tautologous,2012,3,adjective,Latin or Greek,3,8,4,11,0,0
xenial,2012,3,adjective,Latin or Greek,3,8,2,6,0,0
ibidem,2014,6,other,Latin or Greek,2,8,2,6,0,0
byssinosis,2009,9,noun,Latin or Greek,2,8,4,10,1,0
Gehenna,2014,5,noun,Latin or Greek,2,8,3,7,1,0
hypallage,2017,2,noun,Latin or Greek,2,8,4,9,1,0
moussaka,2013,3,noun,Latin or Greek,3,8,3,8,1,0
ommatophore,2017,2,noun,Latin or Greek,2,8,4,11,1,0
phillumenist,2010,4,noun,Latin or Greek,3,8,4,12,1,1
pinniped,2016,3,noun,Latin or Greek,3,8,3,8,1,1
abeyance,2013,3,noun,Latin or Greek,3,8,2,8,0,0
acariasis,2015,3,noun,Latin or Greek,2,8,5,9,0,0
acedia,2013,3,noun,Latin or Greek,3,8,2,6,0,0
amniocentesis,2012,3,noun,Latin or Greek,2,8,5,13,0,0
anachronism,2011,3,noun,Latin or Greek,2,8,3,11,0,0
anaphylaxis,2011,4,noun,Latin or Greek,3,8,4,11,0,0
aniseikonia,2015,3,noun,Latin or Greek,2,8,5,11,0,1
aulos,2016,2,noun,Latin or Greek,2,8,2,5,0,0
cachexia,2012,3,noun,Latin or Greek,2,8,3,8,0,0
coacervate,2009,3,noun,Latin or Greek,2,8,4,10,0,0
diaphoresis,2014,6,noun,Latin or Greek,4,8,5,11,0,0
diaspora,2014,3,noun,Latin or Greek,2,8,4,8,0,0
edaphon,2006,2,noun,Latin or Greek,2,8,3,7,0,0
edaphon,2014,3,noun,Latin or Greek,3,8,3,7,0,0
equanimity,2008,2,noun,Latin or Greek,2,8,4,10,0,0
eucalyptus,2016,3,noun,Latin or Greek,2,8,4,10,0,0
flavedo,2013,3,noun,Latin or Greek,2,8,3,7,0,0
fruticetum,2005,4,noun,Latin or Greek,2,8,4,10,0,0
galbulus,2008,6,noun,Latin or Greek,2,8,3,8,0,0
hebdomad,2012,3,noun,Latin or Greek,3,8,3,8,0,0
hircocervus,2017,2,noun,Latin or Greek,3,8,4,11,0,0
ichthyosaur,2006,2,noun,Latin or Greek,2,8,3,11,0,1
imprimatur,2012,3,noun,Latin or Greek,3,8,4,10,0,1
instauration,2010,3,noun,Latin or Greek,2,8,4,12,0,1
ipseity,2005,6,noun,Latin or Greek,2,8,3,7,0,0
isanemone,2012,3,noun,Latin or Greek,2,8,4,9,0,0
jugular,2007,3,noun,Latin or Greek,2,8,3,7,0,0
kalanchoe,2014,10,noun,Latin or Greek,2,8,3,9,0,0
merganser,2013,3,noun,Latin or Greek,3,8,3,9,0,0
metoposcopy,2008,4,noun,Latin or Greek,2,8,5,11,0,0
neolalia,2006,2,noun,Latin or Greek,2,8,4,8,0,0
nimiety,2014,3,noun,Latin or Greek,4,8,4,7,0,0
omodynia,2017,2,noun,Latin or Greek,3,8,3,8,0,0
opeidoscope,2006,4,noun,Latin or Greek,2,8,3,11,0,1
optimum,2017,2,noun,Latin or Greek,2,8,3,7,0,0
phalanx,2004,2,noun,Latin or Greek,2,8,2,7,0,0
photosynthesis,2016,3,noun,Latin or Greek,2,8,5,14,0,0
phreatophyte,2011,7,noun,Latin or Greek,2,8,4,12,0,0
prolegomenon,2012,10,noun,Latin or Greek,4,8,5,12,0,0
pruritus,2016,2,noun,Latin or Greek,3,8,3,8,0,1
pterylosis,2017,5,noun,Latin or Greek,3,8,4,10,0,0
senescence,2004,2,noun,Latin or Greek,2,8,3,10,0,1
septuagenarian,2005,2,noun,Latin or Greek,2,8,7,14,0,1
serictery,2014,6,noun,Latin or Greek,4,8,3,9,0,1
skeuomorph,2017,7,noun,Latin or Greek,4,8,3,10,0,0
soteriology,2005,6,noun,Latin or Greek,2,8,6,11,0,0
stichomythia,2014,22,noun,Latin or Greek,3,8,3,12,0,0
tabetisol,2013,3,noun,Latin or Greek,2,8,4,9,0,0
tectogene,2013,3,noun,Latin or Greek,2,8,3,9,0,1
telmatology,2013,6,noun,Latin or Greek,2,8,5,11,0,0
trichinosis,2005,5,noun,Latin or Greek,2,8,4,11,0,0
vaticination,2012,3,noun,Latin or Greek,3,8,5,12,0,0
velitation,2014,3,noun,Latin or Greek,2,8,4,10,0,1
thanatophidia,2011,4,noun,Latin or Greek,2,8,5,13,0,0
macarize,2009,3,verb,Latin or Greek,2,8,3,8,0,1
cachinnate,2014,6,verb,Latin or Greek,4,8,3,10,1,0
exacerbate,2010,2,verb,Latin or Greek,2,8,4,10,0,0
homologate,2012,2,verb,Latin or Greek,3,8,4,10,0,1
procrastinate,2017,3,verb,Latin or Greek,2,8,4,13,0,0
retrocede,2006,3,verb,Latin or Greek,2,8,3,9,0,0
odiferous,2013,3,adjective,Latin or Greek,2,8,3,9,0,0
unciferous,2012,3,adjective,Latin or Greek,3,8,4,10,0,0
Lethean,2013,7,adjective,Latin or Greek,2,8,3,7,0,0
furfuraceous,2015,3,adjective,Latin or Greek,4,8,4,12,1,0
jurisprudence,2008,2,noun,Latin or Greek,2,8,4,13,0,0
obtundent,2014,3,adjective,Latin or Greek,3,8,3,9,0,1
putrescible,2012,2,adjective,Latin or Greek,2,8,4,11,0,0
petechial,2011,2,adjective,Latin or Greek,2,8,4,9,0,1
differentiate,2007,3,verb,Latin or Greek,2,8,5,13,1,0
zymurgy,2009,3,noun,Latin or Greek,2,8,3,7,0,0
zymurgy,2017,2,noun,Latin or Greek,3,8,3,7,0,0
udomograph,2014,3,noun,Latin or Greek,2,8,3,10,0,0
cephalalgia,2012,4,noun,Latin or Greek,3,8,5,11,1,0
juvenescence,2008,2,noun,Latin or Greek,2,8,4,12,0,0
quaquaversal,2008,3,adjective,Latin or Greek,2,9,4,12,1,1
aleatoric,2010,4,adjective,Latin or Greek,2,9,4,9,0,0
beneficent,2007,3,adjective,Latin or Greek,2,9,4,10,0,0
deciduous,2010,2,adjective,Latin or Greek,2,9,4,9,0,0
edacious,2005,4,adjective,Latin or Greek,2,9,2,8,0,0
graveolent,2014,5,adjective,Latin or Greek,4,9,4,10,0,0
Hyblaean,2014,17,adjective,Latin or Greek,2,9,3,8,0,0
iatrogenic,2011,2,adjective,Latin or Greek,3,9,4,10,0,0
infundibular,2005,5,adjective,Latin or Greek,2,9,5,12,0,0
nidicolous,2008,3,adjective,Latin or Greek,2,9,4,10,0,0
paludicolous,2010,3,adjective,Latin or Greek,2,9,5,12,0,0
palustrine,2006,2,adjective,Latin or Greek,2,9,3,10,0,1
plangent,2005,3,adjective,Latin or Greek,2,9,2,8,0,0
pratincolous,2012,4,adjective,Latin or Greek,2,9,4,12,0,1
renascent,2005,5,adjective,Latin or Greek,2,9,3,9,0,0
rupicolous,2011,3,adjective,Latin or Greek,2,9,4,10,0,1
sartorial,2017,2,adjective,Latin or Greek,3,9,4,9,0,0
saxifragous,2015,3,adjective,Latin or Greek,2,9,4,11,0,0
sciapodous,2013,6,adjective,Latin or Greek,2,9,4,10,0,0
senary,2013,3,adjective,Latin or Greek,4,9,3,6,0,0
sesquipedalian,2009,3,adjective,Latin or Greek,2,9,5,14,0,0
setigerous,2013,3,adjective,Latin or Greek,2,9,4,10,0,0
tetrapteran,2017,2,adjective,Latin or Greek,2,9,4,11,0,0
truculent,2009,3,adjective,Latin or Greek,2,9,3,9,0,0
uliginous,2014,3,adjective,Latin or Greek,2,9,3,9,0,1
ursine,2010,2,adjective,Latin or Greek,2,9,2,6,0,0
fallacy,2017,3,noun,Latin or Greek,2,9,3,7,1,0
fallibility,2005,3,noun,Latin or Greek,2,9,5,11,1,1
folliculitis,2009,3,noun,Latin or Greek,2,9,5,12,1,0
noosphere,2011,3,noun,Latin or Greek,2,9,2,9,1,0
ossicle,2011,3,noun,Latin or Greek,3,9,3,7,1,0
acervation,2013,3,noun,Latin or Greek,2,9,4,10,0,0
anadiplosis,2016,2,noun,Latin or Greek,3,9,4,11,0,0
aspersion,2006,3,noun,Latin or Greek,2,9,3,9,0,0
bouleuterion,2016,4,noun,Latin or Greek,2,9,5,12,0,1
brachygraphy,2011,4,noun,Latin or Greek,2,9,4,12,0,0
catenary,2011,3,noun,Latin or Greek,3,9,3,8,0,0
didascaly,2006,2,noun,Latin or Greek,2,9,4,9,0,0
elision,2011,3,noun,Latin or Greek,2,9,2,7,0,0
emetic,2005,4,noun,Latin or Greek,2,9,2,6,0,0
emphysema,2016,2,noun,Latin or Greek,2,9,4,9,0,0
examen,2013,3,noun,Latin or Greek,3,9,3,6,0,0
fulcrum,2007,2,noun,Latin or Greek,2,9,2,7,0,0
gangrene,2008,2,noun,Latin or Greek,2,9,2,8,0,0
gloxinia,2011,2,noun,Latin or Greek,3,9,3,8,0,1
gnomon,2006,2,noun,Latin or Greek,2,9,2,6,0,0
hamartia,2013,3,noun,Latin or Greek,3,9,3,8,0,0
kouros,2005,2,noun,Latin or Greek,2,9,2,6,0,0
lecithin,2010,3,noun,Latin or Greek,3,9,3,8,0,1
linoleum,2009,2,noun,Latin or Greek,2,9,3,8,0,0
metonymy,2005,4,noun,Latin or Greek,2,9,4,8,0,1
misocainea,2013,10,noun,Latin or Greek,2,9,3,10,0,0
myoclonus,2016,8,noun,Latin or Greek,2,9,4,9,0,0
objicient,2014,3,noun,Latin or Greek,3,9,3,9,0,0
onomasticon,2017,2,noun,Latin or Greek,2,9,5,11,0,1
phrontistery,2012,6,noun,Latin or Greek,3,9,3,12,0,0
plexure,2014,3,noun,Latin or Greek,2,9,2,7,0,0
proboscis,2011,2,noun,Latin or Greek,3,9,3,9,0,1
requiescence,2013,5,noun,Latin or Greek,2,9,4,12,0,0
solatium,2008,3,noun,Latin or Greek,2,9,4,8,0,0
tachytely,2014,6,noun,Latin or Greek,4,9,2,9,0,0
talipes,2010,3,noun,Latin or Greek,3,9,2,7,0,0
terpsichore,2016,4,noun,Latin or Greek,2,9,4,11,0,1
tmesis,2015,3,noun,Latin or Greek,2,9,2,6,0,0
triskelion,2015,3,noun,Latin or Greek,4,9,4,10,0,0
xiphias,2015,3,noun,Latin or Greek,2,9,3,7,0,0
ekistics,2013,3,noun,Latin or Greek,3,9,2,8,0,0
deliquesce,2014,3,verb,Latin or Greek,4,9,2,10,0,1
divagate,2011,3,verb,Latin or Greek,3,9,3,8,0,0
festinate,2011,2,verb,Latin or Greek,2,9,3,9,0,0
vitiate,2011,2,verb,Latin or Greek,3,9,3,7,0,0
ginglymus,2013,3,noun,Latin or Greek,4,9,3,9,0,0
Ulyssean,2011,2,adjective,Latin or Greek,2,9,3,8,1,0
brevicaudate,2017,2,adjective,Latin or Greek,2,9,2,12,0,0
perceptible,2017,2,adjective,Latin or Greek,2,9,4,11,0,0
echinulate,2015,3,verb,Latin or Greek,2,9,3,10,0,1
xerostomia,2013,3,noun,Latin or Greek,3,9,4,10,0,0
vociferous,2006,3,adjective,Latin or Greek,2,9,4,10,0,0
unpersuadable,2006,3,adjective,Latin or Greek,2,9,2,13,0,0
convivial,2017,2,adjective,Latin or Greek,2,10,3,9,1,0
brunneous,2009,3,adjective,Latin or Greek,2,10,3,9,1,0
buccal,2016,6,adjective,Latin or Greek,2,10,2,6,1,0
cyrillic,2016,2,adjective,Latin or Greek,4,10,3,8,1,1
mellisonant,2011,3,adjective,Latin or Greek,2,10,4,11,1,0
ramellose,2012,3,adjective,Latin or Greek,3,10,3,9,1,1
tinnient,2008,2,adjective,Latin or Greek,2,10,3,8,1,1
vacillant,2014,3,adjective,Latin or Greek,2,10,3,9,1,0
araneiform,2007,5,adjective,Latin or Greek,2,10,5,10,0,1
beneficent,2017,3,adjective,Latin or Greek,3,10,4,10,0,1
bucolic,2007,3,adjective,Latin or Greek,2,10,3,7,0,0
ctenoid,2014,12,adjective,Latin or Greek,2,10,2,7,0,0
discerptible,2011,2,adjective,Latin or Greek,3,10,4,12,0,0
echinate,2012,2,adjective,Latin or Greek,2,10,2,8,0,0
edaphic,2012,3,adjective,Latin or Greek,2,10,2,7,0,0
exiguous,2011,2,adjective,Latin or Greek,2,10,4,8,0,0
haptic,2010,3,adjective,Latin or Greek,2,10,2,6,0,0
monetary,2009,2,adjective,Latin or Greek,2,10,3,8,0,0
orotund,2007,4,adjective,Latin or Greek,2,10,2,7,0,0
pneumatic,2010,2,adjective,Latin or Greek,2,10,3,9,0,0
Roscian,2015,3,adjective,Latin or Greek,2,10,3,7,0,0
spadiceous,2011,4,adjective,Latin or Greek,2,10,3,10,0,0
tangible,2007,2,adjective,Latin or Greek,2,10,3,8,0,0
ubiquitous,2010,2,adjective,Latin or Greek,2,10,3,10,0,0
supernaculum,2014,5,other,Latin or Greek,2,10,5,12,0,0
colluctation,2016,3,noun,Latin or Greek,2,10,4,12,1,1
epyllion,2011,3,noun,Latin or Greek,2,10,3,8,1,0
gaillardia,2016,4,noun,Latin or Greek,2,10,3,10,1,1
occultation,2006,3,noun,Latin or Greek,2,10,4,11,1,0
oppidan,2015,6,noun,Latin or Greek,3,10,3,7,1,1
pinniped,2008,2,noun,Latin or Greek,2,10,3,8,1,1
psittacosis,2009,7,noun,Latin or Greek,2,10,4,11,1,0
schefflera,2015,6,noun,Latin or Greek,2,10,2,10,1,1
anastrophe,2009,3,noun,Latin or Greek,2,10,3,10,0,0
bireme,2016,2,noun,Latin or Greek,2,10,2,6,0,0
caduceus,2008,8,noun,Latin or Greek,2,10,3,8,0,0
cerumen,2011,3,noun,Latin or Greek,3,10,3,7,0,0
cotyledon,2008,2,noun,Latin or Greek,2,10,4,9,0,1
cytolysis,2011,3,noun,Latin or Greek,2,10,4,9,0,1
diluent,2012,2,noun,Latin or Greek,3,10,3,7,0,0
epicede,2015,5,noun,Latin or Greek,3,10,3,7,0,0
epitasis,2015,3,noun,Latin or Greek,2,10,3,8,0,0
fremitus,2016,5,noun,Latin or Greek,3,10,3,8,0,0
fruticetum,2015,3,noun,Latin or Greek,3,10,4,10,0,0
gestation,2011,3,noun,Latin or Greek,2,10,3,9,0,0
heortology,2013,3,noun,Latin or Greek,2,10,5,10,0,0
kairos,2009,3,noun,Latin or Greek,2,10,2,6,0,0
krypton,2014,3,noun,Latin or Greek,3,10,2,7,0,0
logodaedaly,2014,9,noun,Latin or Greek,2,10,5,11,0,0
metanoia,2009,3,noun,Latin or Greek,2,10,2,8,0,0
narcohypnia,2015,3,noun,Latin or Greek,2,10,4,11,0,0
pareiasaur,2016,5,noun,Latin or Greek,2,10,3,10,0,1
pelycosaur,2013,3,noun,Latin or Greek,2,10,4,10,0,0
periegesis,2015,6,noun,Latin or Greek,2,10,3,10,0,1
pharynx,2014,3,noun,Latin or Greek,2,10,2,7,0,0
pileum,2008,2,noun,Latin or Greek,2,10,3,6,0,1
poliomyelitis,2007,4,noun,Latin or Greek,2,10,5,13,0,0
ptarmic,2008,6,noun,Latin or Greek,2,10,2,7,0,0
ranunculus,2014,3,noun,Latin or Greek,3,10,4,10,0,1
recension,2008,2,noun,Latin or Greek,2,10,3,9,0,1
sorghum,2014,3,noun,Latin or Greek,2,10,2,7,0,0
staphylotomy,2017,4,noun,Latin or Greek,2,10,5,12,0,0
telamon,2015,3,noun,Latin or Greek,2,10,3,7,0,0
vagary,2011,2,noun,Latin or Greek,3,10,3,6,0,0
viticetum,2016,2,noun,Latin or Greek,3,10,3,9,0,0
suscitate,2014,3,verb,Latin or Greek,2,10,3,9,0,0
vacillate,2012,2,verb,Latin or Greek,2,10,3,9,1,0
